catalog_content,class
"Item Name: Antimo Caputo Semola Di Grano Duro Rimacinata Semolina Flour 2.2LB (1kg), Bag - All Natural Dough for Fresh Pasta - 10 Bags of 2.2 Pound
Bullet Point: PRODUCT OF ITALY: For generations, Caputo Flour has been the number one choice of the best pizza makers in Naples, the birthplace of the Neapolitan style pizza. Now for those who pursue the highest quality ingredients for their recipes, Caputo now offers Semola di Grano Duro.
Value: 35.2
Unit: Ounce
",other
"Item Name: Gildan 5.4 oz Cotton T-Shirt (5000) Tee X-Large White
Bullet Point 1: 5.3-ounce, 100% cotton
Bullet Point 2: 99/1 cotton/poly (Ash)
Bullet Point 3: 90/10 cotton/poly (Sport Grey, Antique Cherry Red, Antique Irish Green, Antique Jade Dome, Antique Orange, Antique Sapphire)
Bullet Point 4: 50/50 cotton/poly (Blackberry, Dark Heather, Heather Military Green, Heather Red, Heathered Sapphire, Lilac, Neon Blue, Neon Green, Russet, Sunset, Tweed, Safety Green, Safety Orange, Safety Pink)
Bullet Point 5: Seamless double-needle 7/8' collar
Product Description: 5.3-ounce 100% cotton 99/1 cotton/poly (Ash) 90/10 cotton/poly (Sport Grey Antique Cherry Red Antique Irish Green Antique Jade Dome Antique Orange Antique Sapphire) 50/50 cotton/poly (Blackberry Dark Heather Heather Military Green Heather Red Heathered Sapphire Lilac Neon Blue Neon Green Russet Sunset Tweed Safety Green Safety Orange Safety Pink) Seamless double-needle 7/8 collarDouble-needle sleeves and hemTaped neck and shouldersDue to the nature of 50/50 cotton/poly neon fabrics special care must be taken throughout the printing process.
Value: 1.0
Unit: Count
",canned_food
"Item Name: McVitie's Original Hobnobs 255g (Pack of 12)
Value: 12.0
Unit: Count
",other
"Item Name: Del Monte Canned Apricot Halves in Extra Light Syrup, 15-Ounce
Bullet Point 1: One 15 oz can of DEL MONTE Lite Apricot Halves in Extra Light Syrup
Bullet Point 2: A quick and easy way to have a ready to eat fruit snack in just minutes
Bullet Point 3: Made with apricots picked and packed at the peak of freshness and immersed in extra light syrup
Bullet Point 4: Non-GMO* canned apricot halves make a great tart fruit snack for busy nights
Bullet Point 5: Canned apricots are ideal for glazed apricots, apricot filling for baking or in a fruit tart
Value: 15.0
Unit: Ounce
",condiment
"Item Name: OH SNAP! Dilly Bites Fresh Dill Pickle Snacking Cuts, 3.25 oz, Case of 12
Bullet Point 1: Fresh Packed Dill Pickle Bites
Bullet Point 2: No Brine Added
Bullet Point 3: Gluten Free
Bullet Point 4: Fat Free
Bullet Point 5: 12 count case of 3.25 ounce bags
Product Description: Yes, they're crunchy, delicious, spicy and healthy-everything you love about spicy pickles. However, OH SNAP! individually wrapped dill pickles and veggies have no added brine, so there's less mess. Plus, they are single-serve so you can enjoy them with a meal or as a refreshing snack on the road, in a school lunch, or … right now!
Value: 39.0
Unit: Ounce
",snack
"Item Name: NOH Chinese BBQ Char Siu Seasoning
Bullet Point 1: Support Local Market
Bullet Point 2: The Perfect Choice
Bullet Point 3: Authentic and Delicious
Bullet Point 4: Fantastic Flavor
Bullet Point 5: Enjoy!
Product Description: Barbecue Seasonings
Value: 2.5
Unit: Ounce
",snack
"Item Name: Simply Tostitos Tortilla Chips, Sea Salt Made With Avocado Oil, 7.5 Oz
Bullet Point 1: Though our roots date back to 2002, the Simply line sprouted in 2013 from our desire to make snacking simpler than ever—that includes simple choices and simple ingredients. We set out to make picking a snack easy (because who couldn’t use a little more ease these days?) by offering the familiar brands you love and trust without artificial flavors or colors. The result? Not having to figure out something new to snack on when you want the good stuff. Knowing you and your family can share your favorite snacks made with ingredients you feel good about while enjoying the same great taste… well, that’s Simply amazing.​
Bullet Point 2: Tortilla chips are made with avocado oil
Bullet Point 3: Tostitos Simply Sea Salt Made With Avocado Oil Flavored Tortilla Chips has No Artificial Colors Or Flavors Added
Bullet Point 4: Tostitos are more than tortilla chips and dips – they’re an invitation to catch up with friends, so Get to the Good Stuff!​
Bullet Point 5: 0
Value: 7.5
Unit: Ounce
",condiment
"Item Name: Pecan Nation All Natural Unsalted Pecan Halves 8 oz., No preservatives, Antioxidant-Rich, Low Carb, Healthy Nut Snack for Adults and Kids
Bullet Point 1: Our signature fresh pecans are so perfectly plump and naturally sweet you won’t believe how delicious they taste. Grown with extra TLC, from our trees to your mouth, with love
Bullet Point 2: These healthy snacking nuts are high in antioxidants, loaded with essential vitamins and minerals, packed with fiber and naturally occurring heart health benefits
Bullet Point 3: Our signature fresh pecans are grown, harvested, shelled and roasted by 5th-generation farmers who know exactly what it takes to bring you the most flavorful pecans around
Bullet Point 4: Pecans are perfect for the health enthusiast and snack lover in all of us
Bullet Point 5: Our USA-grown pecans are America's supernut
Product Description: The right snack can give you the energy you need to power through the day. If you want a healthy snack that's kind to your body, consider natural pecans from Pecan Nation. These shelled pecans have a buttery taste and satisfying texture. With different sized packages available, you can buy these unflavored pecans in bulk to share with friends or pack a small bag just for you. These pecans are grown in Georgia in orchards over 100 years old to ensure you receive nuts that taste and look great. After harvest, the fresh pecans are dried to the right moisture level to prevent spoilage. They are carefully cracked, cleaned and packaged. When these nuts arrive at your doorstep, you can enjoy the flavor generations of dedicated cultivation creates. Enjoy pecans by themselves or add them to your favorite recipes. In addition to great flavor, these nuts provide plenty of nutrients, including: Magnesium: As a magnesium-rich food, pecans provide nearly 10% of your daily recommended magnesium intake in one serving. This essential mineral helps build strong bones, regulate blood pressure and maintain proper nerve function. Fiber: A fiber-rich diet helps support heart and colon health. Pecans are full of fiber, making it easy to add more of this plant-based nutrient to your diet. Antioxidants: Pecans are also antioxidant-rich nuts. Snacking on these nuts provides the nutrients your body needs to combat oxidation in your cells. Unsaturated fats: The unsaturated fats in these heart-healthy nuts can help keep cholesterol under control. Low carbs: Pecans contain fewer carbs than other nuts. These diet nuts make the perfect low-carb snack or keto-friendly food. The health benefits of pecans mean you can feel comfortable making them your new post-workout snack. Whether you eat natural pecans straight out of the bag or use them to top a salad, you'll love how flavor and health go hand in hand.
Value: 8.0
Unit: Ounce
",beverage
"Item Name: Justin's Almond Butter Vanilla -- 16 oz - 2 pc
Value: 32.0
Unit: Ounce
",dairy
"Item Name: Trader Joe's Spicy Chai Tea Latte Mix-SET OF 3
Value: 30.0
Unit: Ounce
",beverage
"Item Name: Ritter Sport Butter Biscuit 100 g (Pack of 5)
Value: 17.5
Unit: Ounce
",snack
"Item Name: Martha White Self-Rising Yellow Corn Meal Mix Hot Rize ( 2LB )
Value: 32.0
Unit: Ounce
",other
"Item Name: White Lily Enriched White Cornmeal Mix - 2 lb. - Single
Bullet Point 1: 2 lb Bag of White Lily Enriched White Self Rising Corn Meal
Bullet Point 2: Ground from whole white corn kernels and blended with a touch of White Lily Flour
Bullet Point 3: Our White Lily White Cornmeal Mix is ideal for making moist and flavorful corn muffins, corn sticks, dressings, and more
Bullet Point 4: A Southern pantry staple since 1883
Bullet Point 5: Kosher Certified
Product Description: White Lily Enriched White Cornmeal Mix - 2 lb. - Single <br>Our cornmeal is ground from whole kernels of white corn and blended with just a touch of flour, for a distinct flavor and a uniquely Southern baking experience.
Value: 32.0
Unit: Ounce
",condiment
"Item Name: Chebe - Gluten Free Pizza Crust Mix - 7.5 oz (pack of 2)
Bullet Point 1: Soy free
Bullet Point 2: Gluten Free
Bullet Point 3: Tree Nut Free
Bullet Point 4: Rice and Potato Free
Bullet Point 5: Lactose & Casein Free
Product Description: Chebe Gluten Free Pizza Crust mix is seasoned with the right touch of Italian herbs and spices, this gluten-free mix makes the perfect pizza crust. You can also use it for calzones, sandwich buns, crackers and a number of other items.
Value: 15.0
Unit: Ounce
",snack
"Item Name: Carbone Alfredo Pasta Sauce, 15 Ounce
Bullet Point: Great Product
Value: 1.0
Unit: Ounce
",condiment
"Item Name: Walden Farms Calorie Free Asian Salad Dressing (6X12 Oz) by Walden Farms
Value: 6.0
Unit: Count
",condiment
"Item Name: Go Nanas Original Banana Bread Mix, 8.95 OZ
Bullet Point 1: No hydrogenated fats or high fructose corn syrup allowed in any food
Bullet Point 2: No bleached or bromated flour
Bullet Point 3: No synthetic nitrates or nitrites
Product Description: Baking
Value: 8.95
Unit: Ounce
",condiment
"Item Name: Grey Wolf Howling at Moon Edible Icing Image for 1/4 sheet cake
Bullet Point: A fast and simple way to add to your birthdays and occasions. Just peel the back off of your edible image and lay flat on your previously frosted cake. Watch as it absorbs and creates a brillant design that both children and adults will love. Instructions for placement on cake are included. You may store your image, laying flat, up to one year.
Product Description: Edible icing art is a great way to make a cake and cupcakes look fantastic and professional. These are an easy and inexpensive way to make your cake look like a masterpiece. All icing images come with instructions . Simply remove the edible icing art from backing and place on top of freshly iced cake or cupcakes. After 15 to 25 minutes the edible icing art will blend with the frosting to give your cake a professional look
Value: 1.0
Unit: Count
",canned_food
"Item Name: Avery Carter's Felt Stamp Pad, Black, 3.25"" x 6.25"" (21082)
Bullet Point 1: Felt stamp pads are re-ink able for extended use
Bullet Point 2: Acmi certification
Bullet Point 3: Designed for general use
Value: 1.0
Unit: Count
",other
"Item Name: Maxons Yorkshire Mixture Toffee | Fruit Mix Candies | from England | Classic English Sweets Assortment | Real Mint Flavored Boiled Sweets | British Food | 8.82 Oz (250g)
Bullet Point 1: Maxons Yorkshire Mixture 250g: A delightful assortment of classic English sweets, carefully crafted with the finest quality ingredients
Bullet Point 2: Iconic British Confectionery: Experience the authentic taste of England with this mix of assorted candies, toffees, and traditional sweets
Bullet Point 3: Ideal for Sharing and Gifting: The generous 250g pack is ideal for sharing during gatherings or as a thoughtful gift for friends and family
Bullet Point 4: Charming Retro Packaging: The sweets are presented in attractive retro-style packaging, adding a touch of nostalgia to any occasion
Bullet Point 5: Versatile Snack: Whether you're craving a sweet treat or hosting a party, Maxons Yorkshire Mixture is the perfect choice
Bullet Point 6: Premium Quality: Made with great attention to detail, this confectionery assortment ensures a delightful taste experience
Bullet Point 7: Trusted Brand: Maxons has a long-standing reputation for producing top-notch confectionery products, making this Yorkshire Mixture a reliable choice
Product Description: Maxons Yorkshire Mixture 250g is a delightful assortment of classic English sweets, expertly crafted to provide an authentic taste of England's confectionery traditions. This delightful mix showcases a variety of candies, toffees, and traditional sweets, all made with the finest quality ingredients. Packaged in an eye-catching retro-style design, this 250g pack is perfect for sharing during gatherings with friends and family or for offering as a thoughtful gift on special occasions. The charming presentation adds a touch of nostalgia, making it a great addition to gift collections and sweet treat displays. Maxons Yorkshire Mixture is a versatile snack that satisfies sweet cravings anytime, anywhere. Whether you're hosting a party, enjoying a movie night, or simply in need of a delightful pick-me-up, these sweets are sure to please. As a trusted brand with a long-standing reputation, Maxons ensures each piece in this assortment is made with great attention to detail, providing a premium taste experience for confectionery enthusiasts of all ages. Indulge in the classic flavors of England and experience the joy of Maxons Yorkshire Mixture 250g – a true celebration of British confectionery excellence
Value: 8.82
Unit: Ounce
",snack
